date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2018-07-04,33.7,29.4,37.7,,,349.0,25.7,,1003.9,
2018-07-05,34.8,29.2,40.0,,,349.0,26.6,,1002.7,
2018-07-06,34.2,29.4,39.0,,,353.0,19.0,,1003.9,
2018-07-07,34.3,29.8,40.1,,,,14.7,,,
2018-07-08,33.6,29.8,39.3,,,358.0,10.8,,1005.0,
2018-07-09,34.7,29.0,41.0,,,347.0,13.2,,,
2018-07-10,35.2,29.8,39.4,,,341.0,27.4,,1005.9,
2018-07-11,33.3,29.4,37.3,,,346.0,31.2,,,
2018-07-12,31.9,28.0,36.0,,,343.0,28.2,,1005.2,
2018-07-13,31.4,27.3,36.0,,,348.0,22.1,,,
2018-07-14,32.6,29.0,37.6,,,5.0,14.0,,1003.1,
2018-07-15,33.2,29.7,38.0,,,20.0,12.6,,,
2018-07-16,33.5,28.6,37.9,,,292.0,12.3,,1004.2,
2018-07-17,33.9,22.9,39.3,,,0.0,12.2,,,
2018-07-18,33.9,30.0,39.0,,,342.0,17.1,,,
2018-07-19,33.1,28.5,40.2,,,9.0,12.4,,1004.4,
2018-07-20,33.7,28.5,39.3,,,355.0,17.6,,1005.4,
2018-07-21,33.8,28.7,38.4,,,335.0,22.0,,1005.8,
2018-07-22,32.7,27.0,37.0,,,340.0,21.6,,1005.3,
2018-07-23,34.6,29.8,39.6,,,345.0,15.4,,1004.5,
2018-07-24,34.9,30.4,41.2,,,11.0,11.1,,1005.1,
2018-07-25,35.8,30.2,41.5,,,37.0,8.3,,1005.3,
2018-07-26,35.4,30.8,40.4,,,0.0,17.2,,1006.5,
2018-07-27,35.2,30.6,39.9,,,353.0,20.6,,1007.3,
2018-07-28,33.4,28.9,38.2,,,337.0,31.7,,1006.1,
2018-07-29,32.7,27.9,38.0,,,349.0,23.3,,1005.3,
2018-07-30,33.1,20.8,38.0,,,349.0,13.3,,1006.6,
2018-07-31,32.9,28.3,36.5,,,20.0,10.8,,1007.0,
2018-08-01,35.0,29.0,40.3,,,352.0,11.3,,1007.7,
2018-08-02,35.1,30.3,38.5,,,338.0,24.6,,1006.2,
2018-08-03,33.7,29.6,37.8,,,345.0,25.6,,1004.7,
2018-08-04,34.0,29.6,39.0,,,344.0,16.4,,1005.2,
2018-08-05,34.1,28.8,39.0,,,347.0,15.6,,1007.1,
2018-08-06,35.1,29.0,40.0,,,340.0,22.6,,1007.4,
2018-08-07,33.8,29.4,38.0,,,341.0,29.6,,1006.1,
2018-08-08,33.0,28.4,37.0,,,338.0,28.3,,1005.3,
2018-08-09,32.7,28.0,37.0,,,346.0,17.7,,1006.1,
2018-08-10,33.8,28.3,40.2,,,352.0,12.8,,1006.7,
2018-08-11,35.0,29.0,40.0,,,346.0,19.1,,1005.7,
2018-08-12,35.1,30.0,40.3,,,346.0,27.3,,1006.9,
2018-08-13,35.0,29.9,40.0,,,339.0,26.9,,1006.6,
2018-08-14,33.6,28.5,39.6,,,340.0,30.3,,1005.6,
2018-08-15,32.5,27.9,36.5,,,343.0,22.4,,1004.8,
2018-08-16,32.3,26.5,37.6,,,344.0,16.5,,1005.8,
2018-08-17,32.3,27.2,36.7,,,344.0,23.1,,1006.3,
2018-08-18,32.3,27.2,37.0,,,344.0,24.7,,1004.9,
2018-08-19,32.5,24.0,37.0,,,340.0,20.3,,1004.5,
2018-08-20,33.2,28.4,38.0,,,340.0,15.5,,1005.0,
2018-08-21,33.9,28.5,39.0,,,339.0,16.2,,1006.7,
2018-08-22,33.6,29.5,38.3,,,339.0,25.0,,1006.6,
2018-08-23,32.2,27.0,36.4,,,341.0,26.3,,1005.1,
2018-08-24,33.1,28.4,37.0,,,345.0,18.0,,1005.0,
2018-08-25,33.8,28.8,38.4,,,347.0,22.8,,1005.8,
2018-08-26,34.1,29.0,40.0,,,338.0,33.0,,1005.5,
2018-08-27,31.8,28.1,35.5,,,345.0,28.1,,1004.7,
2018-08-28,32.2,28.0,36.3,,,339.0,25.0,,1004.6,
2018-08-29,32.8,28.0,37.3,,,342.0,27.6,,1004.3,
2018-08-30,32.8,27.9,37.5,,,349.0,24.7,,1005.3,
2018-08-31,33.1,28.0,37.0,,,343.0,25.7,,1005.7,
2018-09-01,33.4,28.6,37.0,,,347.0,30.7,,1005.7,
2018-09-02,32.8,28.0,37.0,,,350.0,28.7,,1004.7,
2018-09-03,32.7,29.0,37.4,,,351.0,26.9,,1003.0,
2018-09-04,33.4,27.8,38.4,,,353.0,21.3,,1003.7,
2018-09-05,33.2,27.8,38.0,,,356.0,12.4,,1006.6,
2018-09-06,33.7,30.0,38.0,,,342.0,23.4,,1006.7,
2018-09-07,32.3,29.1,38.0,,,341.0,33.2,,1007.6,
2018-09-08,32.2,27.7,37.0,,,336.0,31.8,,1008.8,
2018-09-09,31.8,26.6,36.6,,,334.0,26.1,,1008.8,
2018-09-10,31.3,27.0,36.0,,,339.0,24.4,,1009.3,
2018-09-11,30.8,26.7,35.0,,,344.0,22.6,,1009.7,
2018-09-12,31.8,26.3,36.3,,,339.0,23.6,,1007.7,
2018-09-13,31.8,27.4,35.7,,,337.0,27.0,,1008.3,
2018-09-14,32.2,27.0,38.0,,,336.0,27.8,,1009.5,
2018-09-15,30.7,26.9,35.0,,,340.0,30.5,,1009.9,
2018-09-16,30.3,25.7,34.1,,,341.0,28.8,,1009.2,
2018-09-17,30.3,26.0,34.1,,,341.0,29.3,,1007.5,
2018-09-18,30.6,26.0,34.5,,,336.0,24.0,,1007.4,
2018-09-19,31.2,25.8,36.1,,,340.0,20.8,,1009.3,
2018-09-20,31.3,25.7,36.2,,,340.0,23.7,,1009.2,
2018-09-21,29.9,24.0,35.4,,,337.0,26.0,,1008.8,
2018-09-22,29.8,25.0,34.4,,,346.0,22.5,,1009.9,
2018-09-23,30.1,25.0,35.2,,,348.0,25.0,,1010.7,
2018-09-24,30.1,25.0,35.4,,,343.0,22.1,,1009.8,
2018-09-25,30.8,25.0,36.2,,,341.0,22.4,,1009.2,
2018-09-26,30.3,26.0,34.9,,,332.0,22.1,,1009.1,
2018-09-27,30.2,26.0,35.0,,,345.0,16.6,,1010.7,
2018-09-28,32.3,26.5,38.3,,,342.0,24.6,,1010.7,
2018-09-29,32.7,28.0,39.6,,,355.0,16.3,,1009.8,
2018-09-30,33.2,27.0,38.5,,,351.0,17.3,,1010.2,
2018-10-01,33.6,29.0,40.0,,,339.0,28.1,,1010.9,
2018-10-02,31.1,26.6,35.8,,,346.0,18.6,,1011.6,
2018-10-03,31.1,26.4,36.0,,,352.0,20.3,,1011.8,
2018-10-04,30.6,26.0,35.2,,,348.0,23.1,,1012.3,
2018-10-05,29.7,25.3,34.0,,,344.0,23.1,,1012.8,
2018-10-06,29.2,24.0,34.0,,,339.0,24.9,,1011.6,
2018-10-07,28.6,24.5,33.0,,,339.0,23.4,,1010.6,
2018-10-08,28.6,24.0,33.2,,,334.0,21.8,,1011.0,
2018-10-09,28.6,24.5,33.2,,,337.0,25.5,,1010.5,
2018-10-10,27.1,23.0,32.7,,,334.0,26.8,,1010.7,
2018-10-11,26.8,22.3,31.2,,,337.0,24.4,,1011.7,
2018-10-12,26.8,22.6,31.4,,,333.0,23.6,,1012.3,
2018-10-13,26.4,22.7,31.6,,,338.0,20.4,,1013.0,
2018-10-14,26.8,22.9,32.0,,,337.0,19.6,,1012.6,
2018-10-15,27.2,22.6,31.3,,,340.0,20.0,,1012.6,
2018-10-16,26.4,23.0,31.0,,,336.0,23.7,,1012.8,
2018-10-17,26.6,22.6,30.6,,,335.0,21.6,,1011.2,
2018-10-18,26.8,22.6,31.0,,,338.0,17.1,,1010.3,
2018-10-19,26.6,22.0,32.0,,,335.0,13.8,,1011.2,
2018-10-20,27.3,22.4,32.9,,,347.0,10.8,,1011.9,
2018-10-21,27.5,23.0,32.5,,,38.0,8.3,,1011.9,
2018-10-22,27.7,23.0,32.5,,,156.0,9.8,,1012.3,
2018-10-23,28.2,23.0,32.3,,,149.0,9.2,,1011.2,
2018-10-24,27.6,21.8,32.0,,,167.0,11.5,,1008.9,
2018-10-25,29.7,23.8,37.1,,,340.0,11.4,,1008.2,
2018-10-26,26.3,23.0,31.2,,,335.0,26.3,,1014.3,
2018-10-27,22.9,18.8,28.1,,,331.0,17.8,,1018.4,
2018-10-28,23.8,16.0,30.0,,,336.0,14.2,,1017.2,
2018-10-29,25.3,19.5,31.4,,,336.0,10.8,,1015.1,
2018-10-30,26.4,22.0,32.0,,,342.0,12.8,,1015.0,
2018-10-31,26.6,21.1,31.5,,,341.0,13.0,,1015.5,
2018-11-01,26.8,22.0,32.6,,,339.0,10.6,,1015.0,
2018-11-02,26.2,21.0,31.6,,,317.0,8.4,,1013.5,
2018-11-03,25.3,20.7,30.6,,,342.0,7.2,,1011.2,
2018-11-04,25.2,21.0,30.2,,,336.0,11.2,,1011.4,
2018-11-05,23.8,20.9,28.6,,,327.0,25.4,,1012.1,
2018-11-06,23.3,20.0,27.8,,,329.0,17.9,,1013.4,
2018-11-07,23.8,19.8,29.2,,,330.0,14.4,,1013.9,
2018-11-08,24.1,19.7,29.0,,,337.0,17.4,,1013.3,
2018-11-09,23.4,18.4,29.0,,,327.0,12.4,,1011.3,
2018-11-10,23.3,18.2,28.3,,,339.0,15.4,,1012.4,
2018-11-11,23.1,17.8,28.5,,,324.0,12.2,,1015.9,
2018-11-12,23.4,19.0,29.0,,,331.0,16.0,,1016.3,
2018-11-13,22.6,18.8,28.0,,,331.0,18.3,,1012.8,
2018-11-14,21.4,17.0,27.0,,,330.0,20.3,,1010.2,
2018-11-15,21.1,17.0,26.0,,,326.0,20.2,,1012.1,
2018-11-16,21.7,16.2,26.6,,,328.0,13.3,,1017.8,
2018-11-17,21.9,17.0,28.0,,,333.0,13.1,,1019.0,
2018-11-18,22.9,17.5,29.1,,,328.0,13.8,,1015.5,
2018-11-19,23.2,16.6,29.6,,,331.0,17.8,,1015.0,
2018-11-20,23.1,18.0,29.0,,,332.0,17.1,,1018.1,
2018-11-21,23.6,17.0,29.1,,,335.0,13.9,,1016.1,
2018-11-22,23.7,18.8,29.6,,,327.0,16.5,,1012.6,
2018-11-23,22.4,16.8,28.0,,,328.0,15.0,,1012.3,
2018-11-24,20.8,17.8,26.1,,,329.0,21.9,,1015.5,
2018-11-25,20.8,16.4,25.5,,,326.0,16.5,,1018.8,
2018-11-26,21.1,16.7,26.7,,,327.0,10.6,,1017.2,
2018-11-27,20.9,16.7,26.7,,,322.0,10.7,,1015.3,
2018-11-28,22.6,15.8,30.3,,,311.0,7.1,,1014.2,
2018-11-29,22.7,17.2,28.7,,,271.0,7.0,,1012.1,
2018-11-30,22.2,18.0,28.2,,,323.0,18.7,,1012.6,
2018-12-01,19.8,14.7,25.0,,,332.0,19.6,,1016.8,
2018-12-02,19.9,14.6,25.4,,,326.0,13.8,,1014.8,
2018-12-03,20.3,16.9,27.0,,,323.0,9.6,,1011.4,
2018-12-04,19.6,15.0,25.6,,,337.0,20.1,,1012.8,
2018-12-05,19.0,13.4,25.2,,,301.0,10.5,,1014.1,
2018-12-06,20.3,17.0,25.7,,,297.0,17.1,,1013.2,
2018-12-07,18.4,14.0,23.5,,,314.0,20.3,,1015.4,
2018-12-08,17.6,11.9,22.7,,,324.0,16.2,,1017.6,
2018-12-09,18.2,14.5,23.1,,,325.0,18.9,,1018.2,
2018-12-10,18.5,14.0,24.2,,,325.0,22.9,,1018.6,
2018-12-11,18.7,13.4,23.6,,,316.0,14.6,,1019.6,
2018-12-12,18.8,13.7,24.0,,,324.0,20.1,,1019.8,
2018-12-13,18.5,14.2,24.0,,,326.0,17.6,,1021.4,
2018-12-14,18.3,13.0,24.6,,,325.0,15.7,,1020.9,
2018-12-15,18.9,12.9,26.0,,,324.0,9.4,,1018.0,
2018-12-16,20.1,13.7,28.1,,,333.0,10.6,,1015.9,
2018-12-17,19.0,14.0,24.4,,,333.0,17.8,,1018.5,
2018-12-18,18.4,14.0,24.0,,,329.0,14.9,,1020.7,
2018-12-19,18.8,12.7,24.5,,,338.0,20.1,,1018.5,
2018-12-20,17.4,12.4,22.2,,,327.0,24.7,,1021.0,
2018-12-21,17.6,14.0,22.9,,,320.0,22.3,,1022.1,
2018-12-22,18.3,14.4,23.5,,,325.0,19.2,,1020.1,
2018-12-23,18.3,15.0,23.0,,,323.0,20.3,,1019.7,
2018-12-24,18.1,14.7,23.2,,,327.0,22.2,,1019.4,
2018-12-25,17.7,14.0,23.6,,,327.0,16.3,,1017.8,
2018-12-26,17.9,14.0,23.5,,,324.0,17.0,,1014.6,
2018-12-27,17.7,12.7,23.6,,,318.0,20.9,,1015.3,
2018-12-28,15.4,11.4,20.0,,,324.0,21.9,,1018.8,
2018-12-29,15.9,12.0,21.1,,,316.0,18.6,,1018.3,
2018-12-30,16.4,12.0,21.5,,,319.0,20.9,,1019.4,
2018-12-31,16.7,12.4,22.2,,,310.0,10.0,,1020.2,
2019-01-01,16.7,11.0,22.8,,,322.0,7.5,,1016.9,
2019-01-02,16.7,11.6,21.4,,,295.0,13.5,,1017.0,
2019-01-03,16.2,11.9,21.3,,,324.0,15.8,,1022.2,
2019-01-04,16.4,10.5,22.2,,,320.0,12.3,,1021.0,
2019-01-05,16.4,11.9,22.2,,,328.0,19.7,,1017.0,
2019-01-06,14.9,10.6,20.0,,,316.0,20.8,,1018.2,
2019-01-07,13.5,9.0,18.5,,,323.0,18.3,,1021.2,
2019-01-08,16.3,10.8,22.1,,,317.0,17.2,,1019.1,
2019-01-09,14.1,10.0,19.0,,,335.0,18.1,,1021.1,
2019-01-10,15.0,11.7,21.0,,,322.0,15.7,,1021.2,
2019-01-11,15.9,8.5,22.6,,,329.0,15.8,,1018.5,
2019-01-12,17.5,10.0,23.6,,,320.0,8.0,,1012.9,
2019-01-13,17.3,13.2,21.0,,,334.0,20.6,,1012.1,
2019-01-14,14.6,10.0,20.4,,,325.0,17.1,,1016.7,
2019-01-15,13.3,8.0,21.2,,,308.0,8.7,,1016.8,
2019-01-16,15.9,7.7,22.1,,,303.0,16.9,,1016.6,
2019-01-17,13.4,9.7,18.6,,,324.0,23.7,,1022.1,
2019-01-18,15.6,10.9,21.0,,,322.0,17.9,,1020.4,
2019-01-19,15.9,10.2,21.3,,,329.0,13.3,,1018.5,
2019-01-20,15.9,11.0,22.0,,,330.0,10.5,,1017.9,
2019-01-21,17.2,11.0,24.3,,,316.0,6.4,,1016.3,
2019-01-22,17.7,9.8,25.0,,,323.0,10.0,,1015.0,
2019-01-23,18.0,12.4,24.0,,,303.0,9.2,,1014.0,
2019-01-24,18.9,11.8,25.2,,,199.0,6.6,,1012.3,
2019-01-25,20.2,15.5,24.7,,,331.0,7.1,,1013.4,
2019-01-26,22.3,18.0,28.0,,,358.0,3.8,,1011.0,
2019-01-27,19.0,16.0,21.6,,,326.0,17.4,,1010.5,
2019-01-28,16.0,11.0,21.4,,,329.0,25.4,,1016.1,
2019-01-29,17.2,10.0,23.5,,,300.0,8.9,,1017.2,
2019-01-30,18.6,12.0,26.2,,,314.0,7.2,,1015.0,
2019-01-31,17.4,11.8,23.3,,,329.0,18.1,,1019.1,
2019-02-01,18.4,12.0,24.0,,,327.0,19.8,,1019.0,
2019-02-02,18.7,13.9,24.0,,,333.0,21.9,,1017.3,
2019-02-03,18.4,12.3,25.5,,,331.0,12.3,,1016.7,
2019-02-04,20.4,12.7,27.3,,,61.0,5.0,,1015.7,
2019-02-05,22.7,17.0,27.5,,,164.0,8.9,,1014.0,
2019-02-06,22.5,20.7,25.6,0.0,,173.0,9.1,,1012.8,
2019-02-07,18.7,15.0,24.0,,,340.0,23.9,,1012.0,
2019-02-08,18.6,13.5,24.2,,,333.0,24.6,,1014.8,
2019-02-09,17.8,12.6,22.5,,,329.0,21.2,,1017.2,
2019-02-10,17.4,13.5,22.1,,,329.0,32.4,,1017.9,
2019-02-11,16.7,12.8,21.3,,,330.0,22.2,,1020.6,
2019-02-12,17.6,13.0,23.4,,,327.0,12.2,,1018.9,
2019-02-13,18.0,12.4,23.5,,,274.0,5.2,,1014.3,
2019-02-14,18.1,12.0,24.0,,,309.0,18.7,,1014.6,
2019-02-15,16.7,12.5,20.2,,,303.0,17.9,,1017.4,
2019-02-16,17.1,12.9,22.0,,,334.0,17.6,,1021.0,
2019-02-17,16.8,11.0,22.4,,,324.0,11.1,,1021.2,
2019-02-18,16.2,11.0,21.5,,,335.0,20.0,,1018.5,
2019-02-19,16.6,11.9,22.0,,,325.0,15.5,,1021.4,
2019-02-20,17.6,12.0,23.9,,,336.0,10.0,,1020.4,
2019-02-21,17.9,13.0,23.2,,,328.0,24.4,,1018.2,
2019-02-22,17.6,13.0,22.5,,,328.0,23.9,,1016.5,
2019-02-23,17.2,11.0,24.0,,,325.0,11.2,,1017.3,
2019-02-24,18.4,12.6,24.3,,,342.0,6.2,,1016.9,
2019-02-25,21.3,12.4,27.9,,,174.0,6.2,,1013.6,
2019-02-26,21.2,15.0,28.7,,,338.0,20.6,,1011.4,
2019-02-27,18.6,16.0,22.0,,,343.0,21.5,,1012.4,
2019-02-28,19.0,12.5,24.0,,,312.0,23.8,,1014.3,
2019-03-01,16.1,11.0,20.0,,,331.0,25.1,,1017.3,
2019-03-02,16.4,11.6,22.0,,,320.0,15.7,,1017.0,
2019-03-03,17.4,9.5,24.4,,,245.0,7.9,,1016.7,
2019-03-04,18.4,11.4,24.7,,,284.0,9.7,,1016.1,
2019-03-05,18.4,13.7,24.7,,,321.0,19.6,,1015.8,
2019-03-06,18.3,12.8,24.0,,,337.0,18.4,,1021.0,
2019-03-07,19.4,13.4,25.3,,,338.0,21.4,,1020.2,
2019-03-08,18.9,13.3,24.0,,,340.0,18.4,,1020.4,
2019-03-09,19.6,12.0,26.1,,,348.0,13.0,,1021.5,
2019-03-10,20.3,13.2,26.4,,,344.0,19.2,,1019.4,
2019-03-11,19.7,15.0,25.0,,,336.0,24.1,,1018.1,
2019-03-12,20.7,13.7,28.3,,,0.0,11.1,,1015.2,
2019-03-13,22.4,19.0,30.3,,,117.0,11.8,,1008.9,
2019-03-14,19.2,17.0,23.3,,,339.0,28.1,,1014.2,
2019-03-15,19.9,13.4,25.7,,,304.0,10.3,,1015.2,
2019-03-16,21.3,15.6,26.0,,,326.0,23.4,,1015.1,
2019-03-17,18.3,13.0,23.0,,,337.0,20.8,,1019.5,
2019-03-18,20.0,14.6,27.0,,,350.0,14.0,,1018.2,
2019-03-19,22.6,14.3,29.0,,,342.0,16.2,,1013.5,
2019-03-20,21.7,15.3,27.6,,,342.0,20.0,,1011.8,
2019-03-21,22.3,16.2,28.0,,,344.0,21.4,,1011.9,
2019-03-22,22.3,18.7,27.7,,,344.0,15.5,,1013.4,
2019-03-23,22.3,16.3,28.0,,,50.0,13.8,,1009.4,
2019-03-24,23.3,18.0,29.2,,,356.0,26.3,,1001.9,
2019-03-25,19.7,16.0,23.0,,,340.0,23.3,,1007.2,
2019-03-26,20.0,12.5,27.4,,,289.0,11.3,,1014.0,
2019-03-27,20.9,14.2,26.6,,,330.0,11.5,,1018.3,
2019-03-28,22.0,16.0,28.1,,,8.0,8.7,,1018.8,
2019-03-29,23.3,14.5,30.0,,,176.0,9.4,,1011.5,
2019-03-30,23.4,19.5,28.0,,,316.0,30.6,,1007.6,
2019-03-31,19.4,16.5,28.0,,,313.0,24.8,,1011.2,
2019-04-01,19.1,13.3,25.0,,,247.0,12.6,,1013.9,
2019-04-02,19.8,12.0,25.5,,,187.0,5.4,,1013.5,
2019-04-03,21.4,14.0,26.2,,,173.0,9.7,,1011.0,
2019-04-04,23.6,18.0,28.6,,,22.0,9.2,,1009.5,
2019-04-05,21.7,17.0,27.2,,,336.0,22.4,,1011.9,
2019-04-06,22.6,16.2,29.0,,,101.0,7.5,,1012.0,
2019-04-07,24.2,20.2,28.0,,,118.0,8.7,,1009.4,
2019-04-08,25.4,21.4,30.0,,,352.0,12.8,,1008.5,
2019-04-09,26.6,20.1,33.3,,,357.0,11.5,,1008.5,
2019-04-10,23.3,17.7,28.1,,,341.0,27.9,,1011.8,
2019-04-11,23.4,18.8,28.0,,,341.0,19.7,,1012.6,
2019-04-12,22.9,15.6,30.0,,,339.0,13.6,,1011.1,
2019-04-13,24.4,16.3,33.3,,,67.0,2.5,,1010.2,
2019-04-14,26.4,19.0,33.2,,,350.0,4.3,,1011.3,
2019-04-15,25.2,22.0,29.6,,,339.0,15.0,,1012.6,
2019-04-16,24.7,19.9,29.1,,,344.0,24.7,,1009.9,
2019-04-17,22.6,18.4,27.3,,,333.0,21.7,,1012.0,
2019-04-18,22.1,16.9,27.4,,,340.0,27.9,,1014.5,
2019-04-19,22.9,16.8,28.1,,,337.0,15.8,,1015.6,
2019-04-20,21.5,16.4,26.2,,,339.0,23.3,,1015.2,
2019-04-21,20.3,16.6,24.1,,,338.0,32.6,,1015.1,
2019-04-22,19.7,14.0,25.6,,,338.0,17.1,,1016.4,
2019-04-23,21.7,16.0,27.0,,,337.0,18.4,,1018.0,
2019-04-24,23.6,16.5,30.0,,,347.0,7.9,,1017.3,
2019-04-25,25.6,19.5,30.4,,,343.0,9.6,,1014.5,
2019-04-26,27.2,22.0,33.1,,,341.0,14.1,,1010.8,
2019-04-27,27.9,22.4,33.4,,,335.0,26.3,,1009.0,
2019-04-28,27.8,23.7,33.0,,,341.0,11.9,,1011.0,
2019-04-29,29.7,20.7,36.3,,,3.0,1.5,,1011.1,
2019-04-30,30.7,25.0,38.0,,,339.0,9.1,,1011.4,
2019-05-01,31.2,23.7,38.1,,,50.0,1.4,,1009.5,
2019-05-02,32.9,25.2,39.5,,,359.0,6.6,,1007.6,
2019-05-03,29.2,25.9,33.4,,,340.0,26.1,,1008.2,
2019-05-04,25.5,20.3,30.0,,,348.0,18.7,,1010.7,
2019-05-05,27.3,19.9,35.4,,,353.0,5.8,,1010.3,
2019-05-06,29.7,21.0,37.2,,,49.0,1.3,,1009.4,
2019-05-07,27.3,24.5,30.5,,,342.0,29.5,,1010.3,
2019-05-08,25.9,20.0,31.1,,,342.0,25.3,,1011.0,
2019-05-09,24.1,19.4,29.1,,,341.0,28.0,,1010.9,
2019-05-10,24.1,18.6,29.2,,,336.0,11.8,,1012.4,
2019-05-11,26.7,19.6,32.1,,,343.0,9.6,,1010.9,
2019-05-12,27.9,19.7,35.0,,,350.0,3.3,,1009.8,
2019-05-13,29.7,21.8,37.6,,,339.0,4.1,,1008.7,
2019-05-14,30.8,22.2,38.8,,,346.0,8.0,,1007.8,
2019-05-15,31.1,24.8,38.8,,,59.0,8.3,,1007.1,
2019-05-16,30.9,25.0,38.8,,,35.0,7.8,,1005.6,
2019-05-17,33.1,26.0,40.6,,,356.0,11.0,,1005.9,
2019-05-18,30.7,24.8,35.3,,,334.0,16.1,,1007.9,
2019-05-19,30.2,25.6,36.5,,,334.0,18.2,,1008.5,
2019-05-20,29.6,23.4,34.9,,,334.0,18.4,,1009.9,
2019-05-21,31.6,24.1,39.6,,,341.0,5.8,,1011.6,
2019-05-22,34.1,26.0,42.5,,,359.0,7.6,,1011.8,
2019-05-23,34.9,25.8,42.0,,,63.0,4.7,,1010.2,
2019-05-24,32.5,25.8,40.5,,,111.0,7.5,,1008.0,
2019-05-25,31.3,26.5,36.8,,,352.0,14.0,,1010.1,
2019-05-26,31.5,27.4,36.5,,,352.0,16.0,,1009.7,
2019-05-27,32.1,25.0,37.2,,,347.0,18.0,,1007.9,
2019-05-28,31.5,27.0,36.3,,,344.0,23.5,,1007.6,
2019-05-29,31.7,25.0,37.0,,,333.0,16.0,,1007.4,
2019-05-30,33.1,26.6,37.6,,,344.0,16.6,,1007.4,
2019-05-31,33.9,28.5,38.0,,,338.0,21.6,,1006.2,
2019-06-01,33.4,28.3,37.3,,,339.0,22.5,,1006.8,
2019-06-02,32.2,26.8,37.6,,,335.0,15.5,,1008.9,
2019-06-03,32.6,27.3,38.3,,,342.0,12.6,,1009.7,
2019-06-04,34.3,28.2,41.0,,,345.0,12.9,,1007.4,
2019-06-05,34.6,27.0,39.8,,,339.0,25.9,,1006.7,
2019-06-06,33.4,29.3,38.0,,,343.0,25.6,,1007.6,
2019-06-07,31.8,27.0,36.0,,,339.0,32.7,,1007.6,
2019-06-08,30.1,26.0,33.7,,,350.0,24.5,,1008.0,
2019-06-09,31.2,25.7,37.0,,,346.0,9.1,,1008.2,
2019-06-10,32.4,26.1,38.1,,,354.0,10.5,,1007.6,
2019-06-11,31.8,25.2,35.6,,,169.0,7.2,,1008.9,
2019-06-12,33.8,27.1,38.5,,,343.0,18.0,,1009.8,
2019-06-13,32.9,27.4,37.0,,,340.0,24.9,,1008.9,
2019-06-14,31.3,27.3,35.2,,,343.0,20.1,,1007.0,
2019-06-15,31.7,27.3,36.0,,,358.0,9.0,,1006.2,
2019-06-16,32.4,27.5,36.5,,,336.0,8.6,,1007.3,
2019-06-17,33.9,27.3,38.9,,,47.0,6.6,,1008.8,
2019-06-18,33.6,28.5,37.8,,,342.0,18.4,,1010.1,
2019-06-19,34.7,29.5,41.1,,,348.0,7.6,,1009.0,
2019-06-20,33.7,29.0,41.1,,,22.0,9.2,,1007.3,
2019-06-21,33.3,28.3,37.2,,,351.0,18.9,,1005.9,
2019-06-22,32.4,27.8,36.7,,,340.0,29.4,,1006.7,
2019-06-23,31.7,27.0,36.5,,,343.0,25.9,,1006.0,
2019-06-24,32.3,26.8,36.8,,,345.0,21.5,,1005.6,
2019-06-25,33.1,28.4,38.0,,,351.0,14.8,,1006.3,
2019-06-26,36.1,28.5,41.5,,,16.0,11.7,,1006.7,
2019-06-27,37.2,30.3,42.0,,,309.0,25.0,,1006.0,
2019-06-28,35.4,29.4,41.6,,,329.0,12.7,,1003.4,
2019-06-29,34.3,29.6,38.9,,,321.0,28.2,,1002.9,
2019-06-30,34.0,26.9,38.7,,,319.0,18.2,,1004.3,
2019-07-01,33.8,29.4,38.0,,,315.0,22.0,,1005.7,
2019-07-02,34.3,29.3,40.2,,,315.0,24.2,,1006.1,
2019-07-03,33.7,29.2,38.0,,,309.0,27.0,,1006.2,
2019-07-04,33.3,28.8,37.4,,,304.0,28.7,,1005.7,
2019-07-05,31.4,27.0,38.8,,,316.0,28.1,,1004.0,
2019-07-06,31.9,26.0,36.2,,,317.0,18.6,,1002.9,
2019-07-07,33.6,28.9,38.6,,,321.0,17.4,,1003.7,
2019-07-08,34.2,28.9,38.5,,,315.0,22.9,,1006.5,
2019-07-09,32.9,28.2,38.1,,,316.0,16.2,,1006.8,
2019-07-10,34.0,29.5,39.1,,,311.0,17.3,,1003.4,
2019-07-11,34.2,29.4,41.0,,,343.0,12.9,,1002.9,
2019-07-12,35.3,29.7,41.0,,,333.0,11.4,,1006.2,
2019-07-13,36.0,30.8,41.5,,,333.0,15.2,,1006.4,
2019-07-14,32.9,28.7,37.4,,,318.0,15.1,,1005.0,
2019-07-15,33.1,27.0,38.4,,,312.0,17.1,,1005.1,
2019-07-16,33.8,29.0,38.0,,,319.0,15.8,,1005.9,
2019-07-17,36.7,29.2,41.4,,,59.0,6.4,,1004.2,
2019-07-18,36.1,31.6,42.1,,,329.0,16.4,,1004.8,
2019-07-19,34.8,30.0,39.1,,,303.0,26.7,,1007.2,
2019-07-20,33.9,28.4,39.1,,,310.0,26.2,,1007.2,
2019-07-21,31.8,27.7,35.7,,,314.0,25.5,,1006.3,
2019-07-22,32.0,26.9,36.0,,,311.0,23.5,,1004.3,
2019-07-23,33.5,28.0,38.0,,,313.0,18.2,,1002.7,
2019-07-24,33.7,28.4,39.3,,,325.0,10.5,,1004.1,
2019-07-25,33.8,28.9,39.6,,,322.0,13.9,,1005.6,
2019-07-26,34.0,29.2,38.2,,,317.0,21.1,,1004.1,
